latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.4054,-6.0428,302.6,1.1,1.1,2000-12-10,1139,Terra,MODIS,53,6.03,290.2,5.4,D,0
33.2327,-6.8533,316.1,1.5,1.2,2000-12-12,2228,Terra,MODIS,92,6.03,280.3,32.4,N,0
33.2299,-6.8688,303.8,1.5,1.2,2000-12-12,2228,Terra,MODIS,57,6.03,281.3,16.7,N,0
34.2143,-6.0745,302.7,1.2,1.1,2000-12-14,1115,Terra,MODIS,50,6.03,292.6,4.7,D,0
33.6865,-7.4281,300.5,1.2,1.1,2000-12-17,1145,Terra,MODIS,0,6.03,289.5,5.4,D,2
33.392,-7.5649,304.1,1.4,1.2,2001-01-09,1151,Terra,MODIS,58,6.03,287.2,10.2,D,0
34.5965,-2.3459,301.4,1.1,1.0,2001-01-22,1120,Terra,MODIS,47,6.03,290.7,3.8,D,0
35.0849,-4.7702,312.5,1.0,1.0,2001-02-07,1120,Terra,MODIS,72,6.03,285.6,12.4,D,0
33.5924,-7.5383,328.4,1.1,1.0,2001-03-02,1126,Terra,MODIS,85,6.03,292.1,24.6,D,2
33.5909,-7.527,308.0,1.1,1.0,2001-03-02,1126,Terra,MODIS,65,6.03,291.3,4.5,D,2
34.7231,-4.7874,301.7,1.1,1.0,2001-03-23,2245,Terra,MODIS,44,6.03,288.3,6.9,N,0
35.0602,-5.9925,340.6,3.1,1.7,2001-04-04,1207,Terra,MODIS,85,6.03,286.5,215.0,D,0
35.0611,-5.9975,334.6,3.1,1.7,2001-04-04,1207,Terra,MODIS,81,6.03,286.7,166.0,D,0
35.17,-4.8779,313.4,1.1,1.1,2001-04-05,1112,Terra,MODIS,30,6.03,300.3,4.6,D,0
34.7545,-4.6382,302.5,1.6,1.2,2001-04-05,2214,Terra,MODIS,49,6.03,284.7,14.2,N,0
34.4516,-6.1668,321.8,1.0,1.0,2001-04-10,1131,Terra,MODIS,72,6.03,305.7,12.2,D,0
34.4427,-6.1688,315.5,1.0,1.0,2001-04-10,1131,Terra,MODIS,39,6.03,305.0,5.9,D,0
35.0121,-2.5758,319.0,1.0,1.0,2001-04-12,1118,Terra,MODIS,46,6.03,304.8,8.2,D,0
35.0739,-5.9752,316.4,1.1,1.0,2001-04-12,1118,Terra,MODIS,57,6.03,303.8,7.5,D,0
34.4452,-6.1667,314.3,1.3,1.1,2001-04-21,1112,Terra,MODIS,33,6.03,299.2,9.6,D,0
34.4442,-6.1598,312.5,1.2,1.1,2001-04-21,1112,Terra,MODIS,23,6.03,296.9,7.9,D,0
34.5917,-5.992,320.7,1.1,1.0,2001-04-28,1118,Terra,MODIS,68,6.03,300.8,12.0,D,0
33.6712,-7.4087,318.1,1.8,1.3,2001-04-30,1106,Terra,MODIS,69,6.03,300.4,19.7,D,2
33.6694,-7.3895,323.4,1.8,1.3,2001-04-30,1106,Terra,MODIS,76,6.03,300.1,32.2,D,2
34.5589,-6.2506,338.6,1.1,1.0,2001-05-14,1118,Terra,MODIS,88,6.03,302.5,37.5,D,0
34.6287,-6.1079,328.3,2.0,1.4,2001-05-24,1154,Terra,MODIS,76,6.03,305.8,50.4,D,0
34.6242,-6.0865,322.5,2.0,1.4,2001-05-24,1154,Terra,MODIS,65,6.03,303.3,32.3,D,0
34.6268,-6.1151,320.5,2.0,1.4,2001-05-24,1154,Terra,MODIS,58,6.03,305.2,25.6,D,0
34.6224,-6.0937,328.8,2.0,1.4,2001-05-24,1154,Terra,MODIS,76,6.03,304.0,51.3,D,0
34.5784,-6.234,319.9,1.9,1.4,2001-05-25,1059,Terra,MODIS,45,6.03,305.4,15.5,D,0
34.5481,-6.1124,331.1,1.3,1.1,2001-05-26,1142,Terra,MODIS,76,6.03,315.2,22.8,D,0
34.5233,-6.1395,338.3,1.3,1.1,2001-05-26,1142,Terra,MODIS,84,6.03,316.5,35.1,D,0
31.6885,-8.0373,353.5,2.8,1.6,2001-05-27,2326,Terra,MODIS,100,6.03,296.0,305.4,N,0
31.6863,-8.0669,312.8,2.8,1.6,2001-05-27,2326,Terra,MODIS,86,6.03,295.6,41.2,N,2
31.6928,-8.0143,311.4,2.8,1.6,2001-05-27,2326,Terra,MODIS,82,6.03,293.5,36.6,N,0
31.6908,-8.044,344.5,2.8,1.6,2001-05-27,2326,Terra,MODIS,100,6.03,296.5,222.2,N,0
34.6148,-5.9962,326.7,1.6,1.3,2001-06-02,1148,Terra,MODIS,46,6.03,313.5,16.9,D,0
34.5858,-6.2367,328.8,1.1,1.1,2001-06-04,1136,Terra,MODIS,63,6.03,308.1,17.2,D,0
34.5813,-6.2437,328.8,1.1,1.1,2001-06-04,1136,Terra,MODIS,62,6.03,307.2,17.3,D,0
34.5794,-6.2318,326.0,1.1,1.1,2001-06-04,1136,Terra,MODIS,40,6.03,307.5,13.5,D,0
34.9313,-2.1594,328.2,2.1,1.4,2001-06-05,1040,Terra,MODIS,65,6.03,312.3,28.2,D,0
34.461,-6.1141,328.1,1.0,1.0,2001-06-06,1123,Terra,MODIS,56,6.03,311.4,8.6,D,0
35.7424,-5.7703,306.8,1.2,1.1,2001-06-06,2226,Terra,MODIS,49,6.03,291.9,8.9,N,2
35.5032,-5.2996,319.6,2.2,1.4,2001-07-05,1051,Terra,MODIS,71,6.03,305.4,26.0,D,0
35.5046,-5.3065,321.4,2.2,1.4,2001-07-05,1051,Terra,MODIS,70,6.03,305.6,30.6,D,0
35.4558,-5.3015,323.6,3.4,1.7,2001-07-09,1205,Terra,MODIS,77,6.03,303.0,75.0,D,0
35.4457,-5.2601,339.1,3.4,1.7,2001-07-09,1205,Terra,MODIS,89,6.03,306.3,193.3,D,0
35.4507,-5.2645,338.6,3.4,1.7,2001-07-09,1205,Terra,MODIS,89,6.03,306.0,184.0,D,0
33.756,-5.5129,331.6,1.2,1.1,2001-07-10,1110,Terra,MODIS,69,6.03,315.3,12.6,D,0
34.5936,-6.2557,338.0,2.0,1.4,2001-07-11,1153,Terra,MODIS,80,6.03,305.5,68.4,D,0
34.5893,-6.2348,328.7,2.0,1.4,2001-07-11,1153,Terra,MODIS,57,6.03,307.5,34.4,D,0
35.1172,-6.0277,326.2,1.3,1.1,2001-07-13,1140,Terra,MODIS,54,6.03,307.9,14.6,D,0
34.9309,-2.8467,331.9,1.3,1.1,2001-07-15,1128,Terra,MODIS,75,6.03,311.9,18.8,D,0
35.0933,-6.0839,315.5,3.9,1.8,2001-07-16,1211,Terra,MODIS,57,6.03,302.7,38.8,D,0
34.6154,-5.9784,324.4,1.5,1.2,2001-07-19,1104,Terra,MODIS,43,6.03,310.2,12.6,D,0
35.7686,-5.6697,318.6,1.6,1.3,2001-07-20,1146,Terra,MODIS,66,6.03,307.5,13.4,D,0
33.5994,-5.0488,387.1,1.3,1.1,2001-07-22,1135,Terra,MODIS,100,6.03,313.0,249.4,D,0
33.5969,-5.035,391.3,1.3,1.1,2001-07-22,1135,Terra,MODIS,100,6.03,313.2,283.0,D,0
33.5894,-5.0514,403.3,1.3,1.1,2001-07-22,1135,Terra,MODIS,100,6.03,312.8,380.5,D,0
33.587,-5.0378,426.3,1.3,1.1,2001-07-22,1135,Terra,MODIS,100,6.03,315.4,647.6,D,0
33.577,-5.0405,335.4,1.3,1.1,2001-07-22,1135,Terra,MODIS,80,6.03,301.6,30.2,D,0
33.6073,-4.9984,395.5,1.0,1.0,2001-07-24,1122,Terra,MODIS,100,6.03,316.2,213.0,D,0
33.6056,-4.9876,356.4,1.0,1.0,2001-07-24,1122,Terra,MODIS,97,6.03,313.2,58.8,D,0
33.5983,-5.0004,338.6,1.0,1.0,2001-07-24,1122,Terra,MODIS,75,6.03,317.3,21.9,D,0
33.5987,-5.0114,301.9,1.2,1.1,2001-07-24,2224,Terra,MODIS,45,6.03,289.8,6.3,N,0
35.007,-5.9425,322.6,2.0,1.4,2001-07-27,1153,Terra,MODIS,42,6.03,304.3,20.2,D,0
35.6747,-5.3925,306.9,3.7,1.8,2001-08-08,2319,Terra,MODIS,50,6.03,296.6,45.3,N,0
35.6883,-5.4418,316.1,3.7,1.8,2001-08-08,2319,Terra,MODIS,90,6.03,294.7,87.1,N,0
35.6819,-5.3988,332.6,3.7,1.8,2001-08-08,2320,Terra,MODIS,100,6.03,297.7,212.2,N,0
35.6797,-5.4461,312.6,3.7,1.8,2001-08-08,2320,Terra,MODIS,79,6.03,294.1,72.3,N,0
35.535,-5.364,309.9,1.1,1.1,2001-08-09,2224,Terra,MODIS,79,6.03,296.1,9.5,N,0
35.5331,-5.3754,326.5,1.1,1.1,2001-08-09,2224,Terra,MODIS,100,6.03,296.5,28.0,N,0
33.9699,-4.8552,330.5,1.0,1.0,2001-08-18,1116,Terra,MODIS,76,6.03,311.9,11.1,D,0
33.8354,-5.3051,331.6,1.1,1.0,2001-09-01,1127,Terra,MODIS,75,6.03,309.8,16.1,D,0
31.6704,-7.9939,328.5,1.0,1.0,2001-09-08,1134,Terra,MODIS,62,6.03,312.6,11.2,D,2
31.6687,-7.983,326.0,1.0,1.0,2001-09-08,1134,Terra,MODIS,44,6.03,311.2,7.8,D,2
33.5567,-7.5948,304.1,1.1,1.0,2001-09-13,2253,Terra,MODIS,58,6.03,291.6,5.8,N,2
33.5633,-7.5898,307.4,1.1,1.0,2001-09-13,2253,Terra,MODIS,71,6.03,291.8,9.1,N,2
35.5014,-5.5312,339.5,1.4,1.2,2001-09-15,1138,Terra,MODIS,88,6.03,300.0,55.5,D,0
34.4435,-5.2091,321.1,2.6,1.6,2001-09-16,1044,Terra,MODIS,61,6.03,302.5,25.7,D,0
33.9283,-4.8236,324.5,2.4,1.5,2001-09-16,1044,Terra,MODIS,65,6.03,306.3,28.3,D,0
35.1607,-5.1106,303.5,1.0,1.0,2001-09-17,2229,Terra,MODIS,55,6.03,289.7,6.6,N,0
35.1591,-5.1214,303.3,1.0,1.0,2001-09-17,2229,Terra,MODIS,54,6.03,287.6,6.9,N,0
32.4669,-6.1166,313.6,1.1,1.0,2001-10-19,1126,Terra,MODIS,42,6.03,300.4,6.6,D,0
32.4651,-6.1058,323.9,1.1,1.0,2001-10-19,1126,Terra,MODIS,75,6.03,300.4,17.1,D,0
33.8856,-4.6673,323.2,1.0,1.0,2001-10-21,1114,Terra,MODIS,74,6.03,302.3,11.3,D,0
33.884,-4.6567,334.4,1.0,1.0,2001-10-21,1114,Terra,MODIS,85,6.03,304.3,25.9,D,0
34.2375,-4.7789,318.4,1.3,1.1,2001-10-23,1101,Terra,MODIS,68,6.03,303.4,7.7,D,0
34.7363,-4.504,305.0,1.3,1.1,2001-10-24,2246,Terra,MODIS,63,6.03,287.6,11.6,N,0
34.7197,-4.7515,324.8,1.0,1.0,2001-10-28,1119,Terra,MODIS,66,6.03,300.2,17.7,D,0
32.7182,-5.5662,316.1,1.0,1.0,2001-10-28,1119,Terra,MODIS,43,6.03,299.4,7.1,D,0
32.7167,-5.5558,316.9,1.0,1.0,2001-10-28,1119,Terra,MODIS,55,6.03,298.4,8.1,D,0
32.1637,-6.4292,304.7,1.5,1.2,2001-10-28,2220,Terra,MODIS,61,6.03,287.7,13.0,N,0
31.5554,-7.3955,337.3,3.1,1.7,2001-10-29,1202,Terra,MODIS,89,6.03,283.3,191.0,D,0
31.5483,-7.3645,324.8,3.1,1.7,2001-10-29,1202,Terra,MODIS,80,6.03,283.0,105.4,D,0
31.5567,-7.4012,327.8,3.1,1.7,2001-10-29,1203,Terra,MODIS,83,6.03,282.1,116.1,D,0
31.55,-7.3708,326.1,3.1,1.7,2001-10-29,1203,Terra,MODIS,72,6.03,284.0,105.9,D,0
34.7822,-4.5718,315.1,1.1,1.0,2001-10-30,1106,Terra,MODIS,59,6.03,292.5,11.0,D,0
34.7806,-4.5592,323.0,1.1,1.0,2001-10-30,1106,Terra,MODIS,78,6.03,291.9,19.5,D,0
34.851,-5.2768,308.0,1.4,1.2,2001-11-24,1100,Terra,MODIS,64,6.03,292.5,10.5,D,0
35.1465,-5.7229,302.0,1.0,1.0,2001-11-29,1118,Terra,MODIS,49,6.03,290.9,3.9,D,0
33.948,-5.3257,310.6,1.5,1.2,2001-12-04,1137,Terra,MODIS,66,6.03,294.9,10.8,D,0
34.7603,-6.2906,314.9,2.4,1.5,2001-12-09,1154,Terra,MODIS,75,6.03,293.9,36.0,D,0
34.7657,-6.2942,313.0,2.4,1.5,2001-12-09,1154,Terra,MODIS,73,6.03,294.2,33.9,D,0
34.7601,-6.2683,305.8,2.5,1.5,2001-12-09,1154,Terra,MODIS,62,6.03,293.8,15.0,D,0
34.2462,-6.1089,305.0,1.5,1.2,2001-12-10,1059,Terra,MODIS,44,6.03,284.9,9.4,D,0
35.1245,-4.6439,305.1,1.3,1.1,2002-01-14,1129,Terra,MODIS,52,6.03,289.5,7.6,D,0
33.9252,-4.3026,316.5,1.0,1.0,2002-01-16,1117,Terra,MODIS,77,6.03,285.2,17.3,D,0
33.9235,-4.2916,302.4,1.0,1.0,2002-01-16,1117,Terra,MODIS,52,6.03,285.1,6.5,D,0
35.1271,-4.6456,300.8,1.6,1.2,2002-01-21,1135,Terra,MODIS,30,6.03,289.3,7.1,D,0
35.2093,-5.0859,303.2,1.1,1.0,2002-01-21,2237,Terra,MODIS,54,6.03,279.6,10.2,N,0
35.3176,-5.4477,304.5,1.0,1.0,2002-01-23,1123,Terra,MODIS,59,6.03,288.9,6.6,D,0
33.0414,-5.2747,304.7,3.2,1.7,2002-01-26,1154,Terra,MODIS,33,6.03,293.5,21.0,D,0
33.4703,-6.5714,311.5,1.3,1.1,2002-02-03,1104,Terra,MODIS,70,6.03,295.4,10.4,D,0
34.0536,-6.767,302.6,2.1,1.4,2002-02-05,1052,Terra,MODIS,36,6.03,289.7,10.8,D,2
32.983,-5.4267,302.5,2.6,1.6,2002-02-07,1040,Terra,MODIS,44,6.03,284.7,22.0,D,0
34.5968,-5.9493,303.5,1.0,1.0,2002-02-08,1122,Terra,MODIS,41,6.03,292.3,3.7,D,0
32.6435,-7.7951,310.5,2.2,1.4,2002-02-11,1153,Terra,MODIS,60,6.03,296.2,15.0,D,0
32.643,-7.7898,307.9,2.2,1.4,2002-02-11,1153,Terra,MODIS,45,6.03,296.5,9.5,D,0
33.7931,-5.5749,301.2,1.2,1.1,2002-02-19,1104,Terra,MODIS,18,6.03,288.0,3.2,D,0
34.5658,-6.1359,327.4,1.1,1.1,2002-04-20,1128,Terra,MODIS,82,6.03,299.4,25.0,D,0
34.5678,-6.1479,312.8,1.1,1.1,2002-04-20,1128,Terra,MODIS,63,6.03,298.8,8.2,D,0
35.0353,-6.211,316.9,1.9,1.4,2002-04-25,1146,Terra,MODIS,0,6.03,305.3,12.4,D,0
34.9453,-6.2073,330.9,1.3,1.1,2002-04-27,1134,Terra,MODIS,82,6.03,307.6,27.9,D,0
34.539,-6.2208,326.7,1.0,1.0,2002-04-29,1122,Terra,MODIS,77,6.03,299.3,19.8,D,0
32.6379,-7.8133,319.6,1.7,1.3,2002-05-11,1147,Terra,MODIS,67,6.03,302.7,15.3,D,0
32.6344,-7.7954,321.1,1.7,1.3,2002-05-11,1147,Terra,MODIS,71,6.03,302.5,18.6,D,0
34.3782,-5.7779,312.6,1.8,1.3,2002-05-12,1051,Terra,MODIS,43,6.03,297.5,12.5,D,0
34.4659,-5.9468,320.1,1.3,1.2,2002-05-13,1134,Terra,MODIS,67,6.03,300.7,15.6,D,0
34.4124,-6.0756,320.1,1.5,1.2,2002-05-19,1057,Terra,MODIS,44,6.03,308.5,9.6,D,0
35.0756,-5.9765,316.8,1.5,1.2,2002-05-19,1057,Terra,MODIS,53,6.03,305.6,7.8,D,0
34.9859,-5.9246,325.2,1.0,1.0,2002-05-24,1116,Terra,MODIS,72,6.03,304.9,12.3,D,0
35.0157,-5.8949,325.9,3.2,1.7,2002-05-25,1158,Terra,MODIS,78,6.03,296.1,95.1,D,2
35.0815,-5.9877,315.7,1.2,1.1,2002-05-26,1104,Terra,MODIS,55,6.03,301.5,7.6,D,0
34.4257,-5.9172,322.7,1.4,1.2,2002-05-29,1134,Terra,MODIS,58,6.03,304.2,14.1,D,0
34.6732,-6.2477,327.7,1.3,1.1,2002-06-11,1103,Terra,MODIS,61,6.03,312.8,12.4,D,0
35.0216,-5.9676,339.7,1.5,1.2,2002-06-20,1057,Terra,MODIS,86,6.03,302.1,56.5,D,0
35.1204,-5.9963,331.4,1.6,1.2,2002-06-21,1140,Terra,MODIS,76,6.03,307.2,35.2,D,0
34.9629,-5.906,303.8,1.1,1.1,2002-06-21,2242,Terra,MODIS,57,6.03,293.4,6.2,N,0
34.7012,-6.2065,323.7,1.0,1.0,2002-06-25,1116,Terra,MODIS,58,6.03,303.8,7.7,D,0
31.4986,-7.3134,302.8,1.1,1.0,2002-06-28,2248,Terra,MODIS,51,6.03,288.5,6.7,N,0
35.8775,-5.3909,336.5,1.4,1.2,2002-06-30,1134,Terra,MODIS,88,6.03,296.5,52.7,D,0
35.1251,-6.002,326.4,1.0,1.0,2002-07-11,1116,Terra,MODIS,67,6.03,307.4,10.6,D,0
30.7842,-9.2152,334.8,1.1,1.1,2002-07-11,1117,Terra,MODIS,75,6.03,317.1,17.9,D,0
30.7856,-9.2265,331.5,1.1,1.1,2002-07-11,1117,Terra,MODIS,68,6.03,317.9,12.9,D,0
34.5803,-5.809,302.5,1.1,1.1,2002-07-12,231,Aqua,MODIS,50,6.03,291.1,6.7,N,0
34.5823,-5.8212,323.4,1.1,1.1,2002-07-12,231,Aqua,MODIS,100,6.03,291.1,26.7,N,0
35.7092,-5.7612,332.2,1.2,1.1,2002-07-14,1321,Aqua,MODIS,84,6.03,313.4,15.3,D,0
35.711,-5.7667,330.7,1.2,1.1,2002-07-14,1321,Aqua,MODIS,83,6.03,313.3,15.0,D,0
35.7132,-5.7538,327.4,1.2,1.1,2002-07-14,1321,Aqua,MODIS,66,6.03,312.7,9.6,D,0
34.3442,-5.2256,309.7,1.1,1.1,2002-07-16,206,Aqua,MODIS,78,6.03,293.4,10.7,N,0
33.7267,-5.5569,330.7,1.0,1.0,2002-07-20,1110,Terra,MODIS,68,6.03,313.3,9.0,D,0
33.8869,-5.5216,326.4,1.4,1.2,2002-07-22,1058,Terra,MODIS,66,6.03,304.6,17.5,D,0
35.7392,-5.7593,332.0,1.2,1.1,2002-07-26,1345,Aqua,MODIS,84,6.03,314.9,17.7,D,0
34.8708,-4.5825,328.5,1.3,1.1,2002-08-08,1314,Aqua,MODIS,41,6.03,312.7,16.9,D,0
34.7959,-4.5324,327.9,2.0,1.4,2002-08-09,1357,Aqua,MODIS,56,6.03,306.3,41.8,D,0
34.8019,-4.5417,320.9,3.0,1.6,2002-08-09,2147,Terra,MODIS,100,6.03,285.1,102.0,N,0
35.7424,-5.4748,324.5,1.2,1.1,2002-08-11,1345,Aqua,MODIS,72,6.03,302.8,13.8,D,0
35.741,-5.4874,328.7,1.2,1.1,2002-08-11,1345,Aqua,MODIS,82,6.03,306.0,19.7,D,0
35.7326,-5.5007,317.1,3.2,1.7,2002-08-12,1250,Aqua,MODIS,67,6.03,302.5,42.5,D,0
33.805,-5.3266,333.1,1.1,1.1,2002-08-14,1104,Terra,MODIS,75,6.03,314.1,15.8,D,0
33.8825,-4.505,328.6,1.7,1.3,2002-08-17,1134,Terra,MODIS,66,6.03,312.8,21.1,D,0
33.8587,-4.6875,332.6,1.6,1.3,2002-08-17,1308,Aqua,MODIS,58,6.03,316.4,21.5,D,0
33.8698,-4.6906,333.4,1.6,1.3,2002-08-17,1308,Aqua,MODIS,71,6.03,317.0,22.8,D,0
35.094,-6.0193,327.0,1.0,1.0,2002-08-20,1338,Aqua,MODIS,55,6.03,307.1,13.4,D,0
35.103,-6.0211,325.1,1.0,1.0,2002-08-20,1338,Aqua,MODIS,32,6.03,309.1,10.7,D,0
35.3701,-5.4709,315.0,1.7,1.3,2002-08-24,1140,Terra,MODIS,41,6.03,299.2,11.9,D,0
34.3762,-5.8141,302.2,1.1,1.0,2002-09-04,2224,Terra,MODIS,47,6.03,289.4,5.7,N,0
34.7182,-4.4816,301.8,1.0,1.0,2002-09-04,2224,Terra,MODIS,44,6.03,285.2,6.9,N,0
33.2839,-8.2837,301.1,1.8,1.3,2002-09-05,2306,Terra,MODIS,38,6.03,287.5,13.3,N,0
35.5082,-5.5249,318.8,2.8,1.6,2002-09-08,1409,Aqua,MODIS,70,6.03,303.3,29.7,D,0
35.5102,-5.4947,321.4,2.8,1.6,2002-09-08,1409,Aqua,MODIS,74,6.03,303.7,40.2,D,0
29.9257,-9.6209,326.2,1.0,1.0,2002-09-26,1355,Aqua,MODIS,69,6.03,311.0,7.8,D,0
34.1809,-6.3793,332.8,1.0,1.0,2002-09-29,1116,Terra,MODIS,77,6.03,306.7,17.8,D,0
33.803,-4.4132,319.3,1.0,1.0,2002-09-29,1116,Terra,MODIS,41,6.03,290.0,10.5,D,0
32.8703,-5.4381,317.6,1.0,1.0,2002-10-07,1338,Aqua,MODIS,35,6.03,298.8,8.6,D,0
32.3705,-7.004,324.2,1.3,1.1,2002-10-12,1356,Aqua,MODIS,64,6.03,309.6,11.5,D,0
33.9185,-4.8275,324.7,1.2,1.1,2002-10-14,1344,Aqua,MODIS,75,6.03,301.9,21.1,D,0
33.92,-4.8142,357.8,1.2,1.1,2002-10-14,1344,Aqua,MODIS,99,6.03,303.4,101.0,D,0
35.1064,-5.4943,311.6,1.4,1.2,2002-10-26,1057,Terra,MODIS,53,6.03,301.3,10.0,D,0
34.3731,-5.9129,339.0,1.0,1.0,2002-10-31,1115,Terra,MODIS,90,6.03,298.7,35.1,D,0
34.3746,-5.9236,316.4,1.0,1.0,2002-10-31,1115,Terra,MODIS,66,6.03,300.5,7.9,D,0
33.6916,-5.0703,311.5,1.1,1.1,2002-11-02,1103,Terra,MODIS,54,6.03,297.1,8.2,D,0
35.2146,-2.9651,312.3,1.0,1.0,2002-11-03,1319,Aqua,MODIS,0,6.03,280.8,8.4,D,0
35.5022,-5.2826,306.1,1.4,1.2,2002-11-05,1133,Terra,MODIS,25,6.03,293.6,6.8,D,0
34.5505,-6.3053,318.6,1.3,1.1,2002-11-06,1350,Aqua,MODIS,69,6.03,298.5,13.6,D,0
34.1043,-6.2868,314.3,1.0,1.0,2002-11-07,1121,Terra,MODIS,60,6.03,302.8,5.2,D,0
35.2157,-2.9561,306.3,1.1,1.0,2002-11-09,2211,Terra,MODIS,67,6.03,288.6,9.0,N,0
35.1326,-6.0717,311.5,1.1,1.0,2002-11-10,1325,Aqua,MODIS,58,6.03,295.0,7.8,D,0
34.1031,-6.2789,313.4,1.6,1.2,2002-11-11,1057,Terra,MODIS,64,6.03,299.1,12.2,D,0
34.1024,-6.2858,316.6,1.6,1.2,2002-11-11,1057,Terra,MODIS,70,6.03,299.4,16.0,D,0
35.1236,-5.0584,300.2,2.0,1.4,2002-11-11,2159,Terra,MODIS,22,6.03,272.4,19.7,N,0
35.1277,-5.0381,309.2,2.0,1.4,2002-11-11,2159,Terra,MODIS,77,6.03,272.4,34.2,N,0
35.1302,-5.0452,327.9,2.0,1.4,2002-11-11,2159,Terra,MODIS,100,6.03,275.8,83.0,N,0
33.6906,-7.4265,303.3,1.0,1.0,2002-11-26,223,Aqua,MODIS,54,6.03,285.8,8.3,N,0
33.3569,-7.3397,300.6,2.5,1.5,2002-12-07,1307,Aqua,MODIS,15,6.03,284.7,6.3,D,0
34.8567,-5.2681,301.4,1.2,1.1,2003-02-03,1343,Aqua,MODIS,40,6.03,289.1,5.7,D,0
35.0109,-2.829,304.9,1.0,1.0,2003-03-01,1108,Terra,MODIS,57,6.03,293.1,4.4,D,0
34.9378,-6.2052,304.7,1.1,1.0,2003-03-02,1325,Aqua,MODIS,36,6.03,288.7,5.0,D,0
33.4626,-7.8957,315.6,1.0,1.0,2003-03-06,1127,Terra,MODIS,71,6.03,297.0,10.2,D,0
34.9563,-6.2102,315.2,1.0,1.0,2003-03-09,1331,Aqua,MODIS,70,6.03,298.9,7.7,D,0
34.9579,-4.7454,321.6,1.5,1.2,2003-03-13,1133,Terra,MODIS,78,6.03,297.4,32.5,D,0
34.9629,-4.7554,311.4,1.5,1.2,2003-03-13,1133,Terra,MODIS,29,6.03,295.1,14.5,D,0
34.9599,-4.74,315.0,1.5,1.2,2003-03-13,1133,Terra,MODIS,55,6.03,295.5,20.1,D,0
34.9525,-6.148,303.1,1.0,1.0,2003-03-15,1121,Terra,MODIS,53,6.03,281.4,4.6,D,0
34.9542,-6.1589,303.6,1.0,1.0,2003-03-15,1121,Terra,MODIS,43,6.03,281.8,4.4,D,0
34.5932,-5.9285,303.7,1.1,1.1,2003-03-22,1127,Terra,MODIS,35,6.03,286.2,7.3,D,0
33.2879,-8.0485,303.2,1.1,1.1,2003-04-14,1133,Terra,MODIS,45,6.03,289.7,6.1,D,0
34.5663,-6.1057,312.9,1.6,1.2,2003-05-07,1139,Terra,MODIS,68,6.03,289.8,18.6,D,0
32.2585,-9.0494,325.2,1.1,1.0,2003-05-08,1355,Aqua,MODIS,55,6.03,308.7,8.0,D,0
32.2677,-9.051,325.1,1.1,1.0,2003-05-08,1355,Aqua,MODIS,55,6.03,308.2,8.0,D,0
34.4435,-6.1715,313.8,1.1,1.1,2003-05-09,1127,Terra,MODIS,58,6.03,301.8,5.9,D,2
34.4415,-6.1595,321.0,1.1,1.1,2003-05-09,1127,Terra,MODIS,73,6.03,302.0,13.8,D,0
35.054,-5.9997,336.6,1.1,1.0,2003-05-21,1325,Aqua,MODIS,84,6.03,313.8,24.4,D,0
35.0558,-5.9883,330.7,1.1,1.0,2003-05-21,1325,Aqua,MODIS,78,6.03,313.7,15.3,D,0
34.7325,-6.0874,345.4,1.5,1.2,2003-05-22,1056,Terra,MODIS,91,6.03,309.9,73.9,D,0
34.7451,-6.1024,345.7,1.5,1.2,2003-05-22,1056,Terra,MODIS,91,6.03,310.2,73.2,D,0
34.7434,-6.0858,385.2,1.5,1.2,2003-05-22,1056,Terra,MODIS,100,6.03,314.1,299.0,D,0
34.74,-6.0764,344.4,1.5,1.2,2003-05-22,1056,Terra,MODIS,91,6.03,310.5,70.0,D,0
34.7418,-6.0929,379.8,1.5,1.2,2003-05-22,1056,Terra,MODIS,100,6.03,314.7,257.8,D,0
33.4417,-7.3894,355.1,2.0,1.4,2003-05-22,1407,Aqua,MODIS,97,6.03,316.7,157.5,D,0
33.9254,-5.6748,342.9,1.8,1.3,2003-05-23,1139,Terra,MODIS,90,6.03,300.3,94.8,D,0
33.9218,-5.6562,331.4,1.8,1.3,2003-05-23,1139,Terra,MODIS,64,6.03,302.7,55.4,D,0
35.2571,-6.0419,323.0,1.5,1.2,2003-05-23,1313,Aqua,MODIS,64,6.03,306.3,13.7,D,0
33.4167,-6.5989,337.2,1.1,1.0,2003-05-26,1343,Aqua,MODIS,81,6.03,317.3,21.8,D,0
33.6379,-6.5891,337.3,1.1,1.0,2003-05-26,1343,Aqua,MODIS,81,6.03,317.6,21.2,D,0
33.4152,-6.6101,329.0,1.1,1.0,2003-05-26,1343,Aqua,MODIS,57,6.03,316.6,8.1,D,0
34.4379,-6.0845,321.0,1.0,1.0,2003-05-27,1115,Terra,MODIS,55,6.03,310.1,6.3,D,0
34.0002,-5.0013,323.1,1.0,1.0,2003-05-27,1115,Terra,MODIS,46,6.03,310.9,8.5,D,2
34.9695,-5.9264,361.2,1.0,1.0,2003-05-28,1331,Aqua,MODIS,100,6.03,315.7,73.0,D,0
34.9679,-5.9372,342.8,1.0,1.0,2003-05-28,1331,Aqua,MODIS,90,6.03,315.1,30.8,D,0
35.0228,-5.8948,328.9,1.0,1.0,2003-06-03,1120,Terra,MODIS,78,6.03,302.7,17.1,D,0
